GM,Fiat Chrysler boss says no plans for another GM offer -New York Times MILAN, July 15 The chief executive of Fiat Chrysler Automobiles (FCA) Sergio Marchionne does not plan to make another offer to merge with General Motors  after being rejected by its U.S. rival four months ago, the New York Times quoted him as saying. 
GS,Goldman Sachs sees Iran nuclear deal as downside risk to its oil price forecast SINGAPORE This week's nuclear deal between Iran and major global powers puts downside risk to oil prices as Iran's vast reserves gradually start to return to the market in 2016 in greater volumes, U.S. bank Goldman Sachs said. 
HAL,Traders pounce as doubts grow about Halliburton-Baker Hughes deal July 15 Growing doubts that regulators may not approve Halliburton Co's $35-billion takeover of fellow oilfield services company Baker Hughes Inc this year has thrown up a high-reward opportunity for investors with an appetite for risk. 
INTC,US STOCKS-Wall Street edges lower as energy weighsUPDATE 3-Intel serves up revenue, profit beat as data center business grows * Shares rise as much as 9.2 pct after market   (Adds analysts comments, details; updates shares)  UPDATE 3-Intel serves up revenue, profit beat as data center business grows * Shares rise as much as 9.2 pct after market   (Adds analysts comments, details; updates shares) * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Adds Intel, Netflix earnings)UPDATE 3-Intel serves up revenue, profit beat as data center business grows * Shares rise as much as 9.2 pct after market   (Adds analysts comments, details; updates shares)  
KMI,REFILE-Kinder Morgan profit falls 29 pct; hikes dividendUPDATE 1-Kinder Morgan to buy out Shell's JV stake; raises divKinder Morgan to buy out Shell's JV stake; raises dividend Kinder Morgan Inc  said it would buy the 49 percent stake that it does not already own in natural gas joint venture Elba Liquefaction Co from Royal Dutch Shell Plc , and it raised its dividend.  Kinder Morgan to buy out Shell's JV stake; raises dividend Kinder Morgan Inc  said it would buy the 49 percent stake that it does not already own in natural gas joint venture Elba Liquefaction Co from Royal Dutch Shell Plc , and it raised its dividend. July 15 Kinder Morgan Inc said it would buy the 49 percent stake that it does not already own in natural gas joint venture Elba Liquefaction Co from Royal Dutch Shell Plc, and it raised its dividend.Kinder Morgan to buy out Shell's JV stake; raises dividend Kinder Morgan Inc  said it would buy the 49 percent stake that it does not already own in natural gas joint venture Elba Liquefaction Co from Royal Dutch Shell Plc , and it raised its dividend.   UPDATE 1-Kinder Morgan to buy out Shell's JV stake; raises divKinder Morgan to buy out Shell's JV stake; raises dividend Kinder Morgan Inc  said it would buy the 49 percent stake that it does not already own in natural gas joint venture Elba Liquefaction Co from Royal Dutch Shell Plc , and it raised its dividend.  Kinder Morgan to buy out Shell's JV stake; raises dividend Kinder Morgan Inc  said it would buy the 49 percent stake that it does not already own in natural gas joint venture Elba Liquefaction Co from Royal Dutch Shell Plc , and it raised its dividend. July 15 Kinder Morgan Inc said it would buy the 49 percent stake that it does not already own in natural gas joint venture Elba Liquefaction Co from Royal Dutch Shell Plc, and it raised its dividend.Kinder Morgan to buy out Shell's JV stake; raises dividend Kinder Morgan Inc  said it would buy the 49 percent stake that it does not already own in natural gas joint venture Elba Liquefaction Co from Royal Dutch Shell Plc , and it raised its dividend.  July 15 Kinder Morgan Inc's  second-quarter profit fell nearly 29 percent from the first quarter, and the pipeline company said it increased its quarterly dividend by 14 percent.UPDATE 1-Kinder Morgan to buy out Shell's JV stake; raises divKinder Morgan to buy out Shell's JV stake; raises dividend Kinder Morgan Inc  said it would buy the 49 percent stake that it does not already own in natural gas joint venture Elba Liquefaction Co from Royal Dutch Shell Plc , and it raised its dividend.  Kinder Morgan to buy out Shell's JV stake; raises dividend Kinder Morgan Inc  said it would buy the 49 percent stake that it does not already own in natural gas joint venture Elba Liquefaction Co from Royal Dutch Shell Plc , and it raised its dividend. July 15 Kinder Morgan Inc said it would buy the 49 percent stake that it does not already own in natural gas joint venture Elba Liquefaction Co from Royal Dutch Shell Plc, and it raised its dividend.Kinder Morgan to buy out Shell's JV stake; raises dividend Kinder Morgan Inc  said it would buy the 49 percent stake that it does not already own in natural gas joint venture Elba Liquefaction Co from Royal Dutch Shell Plc , and it raised its dividend.   
LMT,UPDATE 1-Lockheed wins U.S. approval to upgrade fighter jets for S. Korea WASHINGTON, July 15 The U.S. government on Wednesday said it had approved Lockheed Martin Corp to upgrade 134 U.S.-made F-16 jet fighters for South Korea with new mission computers, radars and other equipment in a deal worth an estimated $2.5 billion. 
M,US STOCKS-Wall St higher; financial stocks leadMacy's underpriced, real estate assets could be spun off: StarboardUS STOCKS-Wall Street dips after Fed's Yellen as energy weighsUS STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close)  US STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close) * Indexes off: Dow 0.18 pct, S&P; 0.23 pct, Nasdaq 0.24 pct   (Updates to late afternoon, changes byline, adds Beige Book)US STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close)   US STOCKS-Wall Street dips after Fed's Yellen as energy weighsUS STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close)  US STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close) * Indexes off: Dow 0.18 pct, S&P; 0.23 pct, Nasdaq 0.24 pct   (Updates to late afternoon, changes byline, adds Beige Book)US STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close)  U.S. retail chain Macy's is a cheap stock trading more than 70 percent below value, and its highly-prized real estate assets could be spun off, investment firm Starboard Value said on Wednesday after announcing it had taken a stake in the company.US STOCKS-Wall Street dips after Fed's Yellen as energy weighsUS STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close)  US STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close) * Indexes off: Dow 0.18 pct, S&P; 0.23 pct, Nasdaq 0.24 pct   (Updates to late afternoon, changes byline, adds Beige Book)US STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close)    Macy's underpriced, real estate assets could be spun off: StarboardUS STOCKS-Wall Street dips after Fed's Yellen as energy weighsUS STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close)  US STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close) * Indexes off: Dow 0.18 pct, S&P; 0.23 pct, Nasdaq 0.24 pct   (Updates to late afternoon, changes byline, adds Beige Book)US STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close)   US STOCKS-Wall Street dips after Fed's Yellen as energy weighsUS STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close)  US STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close) * Indexes off: Dow 0.18 pct, S&P; 0.23 pct, Nasdaq 0.24 pct   (Updates to late afternoon, changes byline, adds Beige Book)US STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close)  U.S. retail chain Macy's is a cheap stock trading more than 70 percent below value, and its highly-prized real estate assets could be spun off, investment firm Starboard Value said on Wednesday after announcing it had taken a stake in the company.US STOCKS-Wall Street dips after Fed's Yellen as energy weighsUS STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close)  US STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close) * Indexes off: Dow 0.18 pct, S&P; 0.23 pct, Nasdaq 0.24 pct   (Updates to late afternoon, changes byline, adds Beige Book)US STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close)   * Indexes up: Dow 0.07 pct, S&P; 0.09 pct, Nasdaq 0.16 pct   (Updates to early afternoon)Macy's underpriced, real estate assets could be spun off: StarboardUS STOCKS-Wall Street dips after Fed's Yellen as energy weighsUS STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close)  US STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close) * Indexes off: Dow 0.18 pct, S&P; 0.23 pct, Nasdaq 0.24 pct   (Updates to late afternoon, changes byline, adds Beige Book)US STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close)   US STOCKS-Wall Street dips after Fed's Yellen as energy weighsUS STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close)  US STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close) * Indexes off: Dow 0.18 pct, S&P; 0.23 pct, Nasdaq 0.24 pct   (Updates to late afternoon, changes byline, adds Beige Book)US STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close)  U.S. retail chain Macy's is a cheap stock trading more than 70 percent below value, and its highly-prized real estate assets could be spun off, investment firm Starboard Value said on Wednesday after announcing it had taken a stake in the company.US STOCKS-Wall Street dips after Fed's Yellen as energy weighsUS STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close)  US STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close) * Indexes off: Dow 0.18 pct, S&P; 0.23 pct, Nasdaq 0.24 pct   (Updates to late afternoon, changes byline, adds Beige Book)US STOCKS-Wall Street edges lower as energy weighs * Indexes off: Dow 0.02 pct, S&P; 0.07 pct, Nasdaq 0.12 pct   (Updates to market close)    
MRO,UPDATE 1-Det norske to appeal Sverdrup oilfield ownership, Q2 earnings lag * Appeals ministry decision over ownership of giant Sverdrup field   (Adds detail, bullets) 
MU,UPDATE 2-Reported Chinese offer for Micron faces far too many hurdlesMcCain raises concerns about possible Chinese bid for US chip makerUPDATE 2-McCain raises concerns about possible China bid for Micron Tech WASHINGTON, July 15 Republican U.S. Senator John McCain on Wednesday raised concerns about the potential national security implications of a proposed bid by China's Tsinghua Unigroup Ltd's to acquire U.S. chip maker Micron Technology Inc, and called for a thorough U.S. review.  UPDATE 2-McCain raises concerns about possible China bid for Micron Tech WASHINGTON, July 15 Republican U.S. Senator John McCain on Wednesday raised concerns about the potential national security implications of a proposed bid by China's Tsinghua Unigroup Ltd's to acquire U.S. chip maker Micron Technology Inc, and called for a thorough U.S. review. WASHINGTON, July 15 Republican Senator John McCain on Wednesday raised concerns about the potential national security implications of a proposed bid by a China's Tsinghua Unigroup Ltd's to acquire U.S. chip maker Micron Technology, and called for a thorough U.S. review.UPDATE 2-McCain raises concerns about possible China bid for Micron Tech WASHINGTON, July 15 Republican U.S. Senator John McCain on Wednesday raised concerns about the potential national security implications of a proposed bid by China's Tsinghua Unigroup Ltd's to acquire U.S. chip maker Micron Technology Inc, and called for a thorough U.S. review.   McCain raises concerns about possible Chinese bid for US chip makerUPDATE 2-McCain raises concerns about possible China bid for Micron Tech WASHINGTON, July 15 Republican U.S. Senator John McCain on Wednesday raised concerns about the potential national security implications of a proposed bid by China's Tsinghua Unigroup Ltd's to acquire U.S. chip maker Micron Technology Inc, and called for a thorough U.S. review.  UPDATE 2-McCain raises concerns about possible China bid for Micron Tech WASHINGTON, July 15 Republican U.S. Senator John McCain on Wednesday raised concerns about the potential national security implications of a proposed bid by China's Tsinghua Unigroup Ltd's to acquire U.S. chip maker Micron Technology Inc, and called for a thorough U.S. review. WASHINGTON, July 15 Republican Senator John McCain on Wednesday raised concerns about the potential national security implications of a proposed bid by a China's Tsinghua Unigroup Ltd's to acquire U.S. chip maker Micron Technology, and called for a thorough U.S. review.UPDATE 2-McCain raises concerns about possible China bid for Micron Tech WASHINGTON, July 15 Republican U.S. Senator John McCain on Wednesday raised concerns about the potential national security implications of a proposed bid by China's Tsinghua Unigroup Ltd's to acquire U.S. chip maker Micron Technology Inc, and called for a thorough U.S. review.  WASHINGTON/SAN FRANCISCO July 14 A Chinese state-backed company's plan to buy U.S. chip maker Micron Technology faces no shortage of obstacles - questions about the price, worries on Capitol Hill, an aggressive regulator - and any one of them could torpedo the deal.McCain raises concerns about possible Chinese bid for US chip makerUPDATE 2-McCain raises concerns about possible China bid for Micron Tech WASHINGTON, July 15 Republican U.S. Senator John McCain on Wednesday raised concerns about the potential national security implications of a proposed bid by China's Tsinghua Unigroup Ltd's to acquire U.S. chip maker Micron Technology Inc, and called for a thorough U.S. review.  UPDATE 2-McCain raises concerns about possible China bid for Micron Tech WASHINGTON, July 15 Republican U.S. Senator John McCain on Wednesday raised concerns about the potential national security implications of a proposed bid by China's Tsinghua Unigroup Ltd's to acquire U.S. chip maker Micron Technology Inc, and called for a thorough U.S. review. WASHINGTON, July 15 Republican Senator John McCain on Wednesday raised concerns about the potential national security implications of a proposed bid by a China's Tsinghua Unigroup Ltd's to acquire U.S. chip maker Micron Technology, and called for a thorough U.S. review.UPDATE 2-McCain raises concerns about possible China bid for Micron Tech WASHINGTON, July 15 Republican U.S. Senator John McCain on Wednesday raised concerns about the potential national security implications of a proposed bid by China's Tsinghua Unigroup Ltd's to acquire U.S. chip maker Micron Technology Inc, and called for a thorough U.S. review.   
MON,UPDATE 1-Paulson's hedge fund takes stake in Syngenta -sources * Syngenta shares gain 2.9 percent   (Adds shares, analyst comment) 
