ALXN,CORRECTED-Alexion gets EU approval for drug acquired in Synageva dealDeals of the day-Mergers and acquisitionsUPDATE 1-Alexion gets EU approval for drug acquired in Synageva deal NEW YORK, Sept 1 Ten weeks after closing its $8.4 billion purchase of Synageva BioPharma Corp, Alexion Pharmaceuticals Inc on Tuesday announced European approval for the key drug acquired through the deal, an enzyme-replacement therapy for an ultra-rare, life threatening disease.  UPDATE 1-Alexion gets EU approval for drug acquired in Synageva deal NEW YORK, Sept 1 Ten weeks after closing its $8.4 billion purchase of Synageva BioPharma Corp, Alexion Pharmaceuticals Inc on Tuesday announced European approval for the key drug acquired through the deal, an enzyme-replacement therapy for an ultra-rare, life threatening disease. Sept 1 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Tuesday:UPDATE 1-Alexion gets EU approval for drug acquired in Synageva deal NEW YORK, Sept 1 Ten weeks after closing its $8.4 billion purchase of Synageva BioPharma Corp, Alexion Pharmaceuticals Inc on Tuesday announced European approval for the key drug acquired through the deal, an enzyme-replacement therapy for an ultra-rare, life threatening disease.   Deals of the day-Mergers and acquisitionsUPDATE 1-Alexion gets EU approval for drug acquired in Synageva deal NEW YORK, Sept 1 Ten weeks after closing its $8.4 billion purchase of Synageva BioPharma Corp, Alexion Pharmaceuticals Inc on Tuesday announced European approval for the key drug acquired through the deal, an enzyme-replacement therapy for an ultra-rare, life threatening disease.  UPDATE 1-Alexion gets EU approval for drug acquired in Synageva deal NEW YORK, Sept 1 Ten weeks after closing its $8.4 billion purchase of Synageva BioPharma Corp, Alexion Pharmaceuticals Inc on Tuesday announced European approval for the key drug acquired through the deal, an enzyme-replacement therapy for an ultra-rare, life threatening disease. Sept 1 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Tuesday:UPDATE 1-Alexion gets EU approval for drug acquired in Synageva deal NEW YORK, Sept 1 Ten weeks after closing its $8.4 billion purchase of Synageva BioPharma Corp, Alexion Pharmaceuticals Inc on Tuesday announced European approval for the key drug acquired through the deal, an enzyme-replacement therapy for an ultra-rare, life threatening disease.  NEW YORK, Sept 1 Ten weeks after closing its $8.4 billion purchase of Synageva BioPharma Corp, Alexion Pharmaceuticals Inc on Tuesday announced European approval for the key drug acquired through the deal, an enzyme-replacement therapy for an ultra-rare, life threatening disease.Deals of the day-Mergers and acquisitionsUPDATE 1-Alexion gets EU approval for drug acquired in Synageva deal NEW YORK, Sept 1 Ten weeks after closing its $8.4 billion purchase of Synageva BioPharma Corp, Alexion Pharmaceuticals Inc on Tuesday announced European approval for the key drug acquired through the deal, an enzyme-replacement therapy for an ultra-rare, life threatening disease.  UPDATE 1-Alexion gets EU approval for drug acquired in Synageva deal NEW YORK, Sept 1 Ten weeks after closing its $8.4 billion purchase of Synageva BioPharma Corp, Alexion Pharmaceuticals Inc on Tuesday announced European approval for the key drug acquired through the deal, an enzyme-replacement therapy for an ultra-rare, life threatening disease. Sept 1 The following bids, mergers, acquisitions and disposals were reported by 2000 GMT on Tuesday:UPDATE 1-Alexion gets EU approval for drug acquired in Synageva deal NEW YORK, Sept 1 Ten weeks after closing its $8.4 billion purchase of Synageva BioPharma Corp, Alexion Pharmaceuticals Inc on Tuesday announced European approval for the key drug acquired through the deal, an enzyme-replacement therapy for an ultra-rare, life threatening disease.   
BAC,PRESS DIGEST - Wall Street Journal - Sept 1Calpers, Calstrs oppose joint CEO-chairman role at Bank of America Sept 1 Two of America's biggest public pension funds have come together to oppose an amendment of bylaws at Bank of America Corp that would allow Brian Moynihan to continue as both chief executive and chairman of the No. 2 U.S. bank by assets.  Calpers, Calstrs oppose joint CEO-chairman role at Bank of America Sept 1 Two of America's biggest public pension funds have come together to oppose an amendment of bylaws at Bank of America Corp that would allow Brian Moynihan to continue as both chief executive and chairman of the No. 2 U.S. bank by assets. Sept 1 The following are the top stories in the Wall Street Journal. Reuters has not verified these stories and does not vouch for their accuracy.Calpers, Calstrs oppose joint CEO-chairman role at Bank of America Sept 1 Two of America's biggest public pension funds have come together to oppose an amendment of bylaws at Bank of America Corp that would allow Brian Moynihan to continue as both chief executive and chairman of the No. 2 U.S. bank by assets.  
COP,ConocoPhillips laying off 500 employees and contractors in Canada CALGARY, Alberta, Sept 1 Oil major ConocoPhillips is laying off 400 employees and 100 contractors in Canada, a company spokesman said on Tuesday, with the majority of cuts coming in the Calgary office. 
DAL,China Eastern chmn says equity tie gives Delta new code-share opening in China network SHANGHAI, Sept 1 China Eastern Airlines Corp's  Chairman Liu Shaoyong said on Tuesday that the carrier's equity deal with Delta Air Lines will give the U.S. airline an opportunity to extend code-sharing in China's domestic network. 
DLTR,Discount retailer Dollar Tree sales rise 48.3 pctUPDATE 2-Dollar Tree sales miss as Family Dollar acquisition drags * Shares fall as much as 8.6 pct   (Adds background, analyst quote; updates shares)  UPDATE 2-Dollar Tree sales miss as Family Dollar acquisition drags * Shares fall as much as 8.6 pct   (Adds background, analyst quote; updates shares) Sept 1 Dollar Tree Inc, the No. 1 U.S. discount retailer by store count, reported a 48.3 percent rise in quarterly sales, helped mainly by its acquisition of Family Dollar.UPDATE 2-Dollar Tree sales miss as Family Dollar acquisition drags * Shares fall as much as 8.6 pct   (Adds background, analyst quote; updates shares)  
EQT,EQT to sell education firm Academedia -report STOCKHOLM, Sept 1 Private equity firm EQT has decided to sell Swedish education company Academedia, Swedish daily Dagens Nyheter reported on Tuesday. 
F,UPDATE 3-Light truck demand boosts mixed Canada auto sales in August TORONTO, Sept 1 A healthy appetite for light trucks pushed auto sales in Canada to a monthly record in August, with Fiat Chrysler Automobiles nudging out Ford Motor Co as the top seller, according to data released on Thursday. 
GE,EU mergers and takeovers (Sept 1)General Electric names Beth Comstock as vice chair Sept 1 General Electric Co on Tuesday named Beth Comstock, a longtime marketing and communications executive who leads GE Business Innovations, as vice chair.  General Electric names Beth Comstock as vice chair Sept 1 General Electric Co on Tuesday named Beth Comstock, a longtime marketing and communications executive who leads GE Business Innovations, as vice chair. BRUSSELS, Sept 1 The following are mergers under review by the European Commission and a brief guide to the EU merger process:General Electric names Beth Comstock as vice chair Sept 1 General Electric Co on Tuesday named Beth Comstock, a longtime marketing and communications executive who leads GE Business Innovations, as vice chair.  
HES,Oil price crash prompts scramble for Caribbean storage tanksRPT-Oil price crash prompts scramble for Caribbean storage tanks HOUSTON, Sept 1 Demand for crude storage in the Caribbean, one of the world's most important oil hubs, is rising as producers and traders try to ride out the worst price crash in six years by holding onto more barrels or making blends that can be sold for premiums.  RPT-Oil price crash prompts scramble for Caribbean storage tanks HOUSTON, Sept 1 Demand for crude storage in the Caribbean, one of the world's most important oil hubs, is rising as producers and traders try to ride out the worst price crash in six years by holding onto more barrels or making blends that can be sold for premiums. HOUSTON, Sept 1 Demand for crude storage in the Caribbean, one of the world's most important oil hubs, is rising as producers and traders try to ride out the worst price crash in six years by holding onto more barrels or making blends that can be sold for premiums.RPT-Oil price crash prompts scramble for Caribbean storage tanks HOUSTON, Sept 1 Demand for crude storage in the Caribbean, one of the world's most important oil hubs, is rising as producers and traders try to ride out the worst price crash in six years by holding onto more barrels or making blends that can be sold for premiums.  
MCD,McDonald's to start all-day breakfast in the U.S. on Oct. 6UPDATE 2-McDonald's U.S. to add all-day breakfast on Oct. 6 LOS ANGELES, Sept 1 McDonald's Corp's  U.S. franchisees have voted to begin offering all-day breakfast on Oct. 6, a widely expected move that the company and investors hope will help reverse slumping sales and traffic at the world's biggest fast-food chain.  UPDATE 2-McDonald's U.S. to add all-day breakfast on Oct. 6 LOS ANGELES, Sept 1 McDonald's Corp's  U.S. franchisees have voted to begin offering all-day breakfast on Oct. 6, a widely expected move that the company and investors hope will help reverse slumping sales and traffic at the world's biggest fast-food chain. LOS ANGELES, Sept 1 McDonald's Corp will begin offering all-day breakfast on Oct. 6, a widely expected move that the company and investors hope will help reverse slumping sales and traffic at the world's biggest fast-food chain.UPDATE 2-McDonald's U.S. to add all-day breakfast on Oct. 6 LOS ANGELES, Sept 1 McDonald's Corp's  U.S. franchisees have voted to begin offering all-day breakfast on Oct. 6, a widely expected move that the company and investors hope will help reverse slumping sales and traffic at the world's biggest fast-food chain.  
NFLX,Apple explores move into original programming business - VarietyApple explores move into original programming business - Variety Apple Inc is looking to move into the original programming business to compete with video streaming companies such as Netflix Inc, Variety reported on Monday.  Apple explores move into original programming business - Variety Apple Inc is looking to move into the original programming business to compete with video streaming companies such as Netflix Inc, Variety reported on Monday. Aug 31 Iphone maker Apple Inc is looking to move into the original programming business to compete with video streaming companies such as Netflix Inc , Variety reported on Monday.Apple explores move into original programming business - Variety Apple Inc is looking to move into the original programming business to compete with video streaming companies such as Netflix Inc, Variety reported on Monday.  
REGN,Sanofi, Regeneron say new cholesterol drug data positive PARIS, Sept 1 Sanofi and Regeneron Pharmaceuticals said on Tuesday that a study into their new cholesterol-lowering drug, Praluent, showed promising results. 
FOXA,Fox News Channel tops basic cable in August prime-time ratings Sept 1 Twenty-First Century Fox Inc's  Fox News Channel scored the highest prime-time ratings among all basic cable television networks in August, according to Nielsen data, led by the Republican presidential candidates' debate and anchor Megyn Kelly's "The Kelly File." 
FOX,Fox News Channel tops basic cable in August prime-time ratings Sept 1 Twenty-First Century Fox Inc's  Fox News Channel scored the highest prime-time ratings among all basic cable television networks in August, according to Nielsen data, led by the Republican presidential candidates' debate and anchor Megyn Kelly's "The Kelly File." 
WFC,Miami lawsuits vs BofA, Citigroup, Wells Fargo are revived Sept 1 A federal appeals court on Tuesday revived three lawsuits in which the City of Miami accused Bank of America Corp, Citigroup Inc and Wells Fargo & Co of violating the federal Fair Housing Act by engaging in predatory lending. 
WHR,BRIEF-Aga receives offer from Whirlpool, still recommends MiddlebyBRIEF-Whirlpool confirms approached AGA Rangemaster regarding possible offerUPDATE 1-Aga saga sizzles as Whirlpool weighs rival bid LONDON, Sept 1 Whirlpool Corp, the world's biggest home appliance company, is set to battle Middleby for Britain's Aga Rangemaster, the maker of range cookers synonymous with affluent British middle-class country life.  UPDATE 1-Aga saga sizzles as Whirlpool weighs rival bid LONDON, Sept 1 Whirlpool Corp, the world's biggest home appliance company, is set to battle Middleby for Britain's Aga Rangemaster, the maker of range cookers synonymous with affluent British middle-class country life. * Whirlpool confirms has made an approach regarding a possible offer for aga rangemaster  Source text for Eikon:  Further company coverage:UPDATE 1-Aga saga sizzles as Whirlpool weighs rival bid LONDON, Sept 1 Whirlpool Corp, the world's biggest home appliance company, is set to battle Middleby for Britain's Aga Rangemaster, the maker of range cookers synonymous with affluent British middle-class country life.   BRIEF-Whirlpool confirms approached AGA Rangemaster regarding possible offerUPDATE 1-Aga saga sizzles as Whirlpool weighs rival bid LONDON, Sept 1 Whirlpool Corp, the world's biggest home appliance company, is set to battle Middleby for Britain's Aga Rangemaster, the maker of range cookers synonymous with affluent British middle-class country life.  UPDATE 1-Aga saga sizzles as Whirlpool weighs rival bid LONDON, Sept 1 Whirlpool Corp, the world's biggest home appliance company, is set to battle Middleby for Britain's Aga Rangemaster, the maker of range cookers synonymous with affluent British middle-class country life. * Whirlpool confirms has made an approach regarding a possible offer for aga rangemaster  Source text for Eikon:  Further company coverage:UPDATE 1-Aga saga sizzles as Whirlpool weighs rival bid LONDON, Sept 1 Whirlpool Corp, the world's biggest home appliance company, is set to battle Middleby for Britain's Aga Rangemaster, the maker of range cookers synonymous with affluent British middle-class country life.  * Received an approach regarding a possible cash offer for company from Whirlpool CorporationBRIEF-Whirlpool confirms approached AGA Rangemaster regarding possible offerUPDATE 1-Aga saga sizzles as Whirlpool weighs rival bid LONDON, Sept 1 Whirlpool Corp, the world's biggest home appliance company, is set to battle Middleby for Britain's Aga Rangemaster, the maker of range cookers synonymous with affluent British middle-class country life.  UPDATE 1-Aga saga sizzles as Whirlpool weighs rival bid LONDON, Sept 1 Whirlpool Corp, the world's biggest home appliance company, is set to battle Middleby for Britain's Aga Rangemaster, the maker of range cookers synonymous with affluent British middle-class country life. * Whirlpool confirms has made an approach regarding a possible offer for aga rangemaster  Source text for Eikon:  Further company coverage:UPDATE 1-Aga saga sizzles as Whirlpool weighs rival bid LONDON, Sept 1 Whirlpool Corp, the world's biggest home appliance company, is set to battle Middleby for Britain's Aga Rangemaster, the maker of range cookers synonymous with affluent British middle-class country life.   
YHOO,UPDATE 3-Yahoo CEO Marissa Mayer expecting twin girls in December Sept 1 Yahoo Inc Chief Executive Marissa Mayer said she was pregnant with identical twin girls, likely due in December, but promised she would take limited time away as she works toward turning around the company's struggling online ad business. 
