C,MOVES-Citigroup hires Cai from BofA Merrill to head ChinaCiti appoints Catherine Cai as China investment banking headArgentine minister says Citigroup bond deal is illegalUPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday.  UPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday. BUENOS AIRES, March 25 Argentina's Economy Minister Axel Kicillof said on Wednesday a deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments violated the South American country's laws.UPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday.   Argentine minister says Citigroup bond deal is illegalUPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday.  UPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday. BUENOS AIRES, March 25 Argentina's Economy Minister Axel Kicillof said on Wednesday a deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments violated the South American country's laws.UPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday.  Citigroup Inc appointed Catherine Cai as managing director, chairman and head of China investment banking.Argentine minister says Citigroup bond deal is illegalUPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday.  UPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday. BUENOS AIRES, March 25 Argentina's Economy Minister Axel Kicillof said on Wednesday a deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments violated the South American country's laws.UPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday.    Citi appoints Catherine Cai as China investment banking headArgentine minister says Citigroup bond deal is illegalUPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday.  UPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday. BUENOS AIRES, March 25 Argentina's Economy Minister Axel Kicillof said on Wednesday a deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments violated the South American country's laws.UPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday.   Argentine minister says Citigroup bond deal is illegalUPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday.  UPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday. BUENOS AIRES, March 25 Argentina's Economy Minister Axel Kicillof said on Wednesday a deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments violated the South American country's laws.UPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday.  Citigroup Inc appointed Catherine Cai as managing director, chairman and head of China investment banking.Argentine minister says Citigroup bond deal is illegalUPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday.  UPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday. BUENOS AIRES, March 25 Argentina's Economy Minister Axel Kicillof said on Wednesday a deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments violated the South American country's laws.UPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday.   HONG KONG, March 25 (IFR) - Citigroup has hired Catherine Cai from Bank of America Merrill Lynch as head of China investment banking and China chairman.Citi appoints Catherine Cai as China investment banking headArgentine minister says Citigroup bond deal is illegalUPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday.  UPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday. BUENOS AIRES, March 25 Argentina's Economy Minister Axel Kicillof said on Wednesday a deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments violated the South American country's laws.UPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday.   Argentine minister says Citigroup bond deal is illegalUPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday.  UPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday. BUENOS AIRES, March 25 Argentina's Economy Minister Axel Kicillof said on Wednesday a deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments violated the South American country's laws.UPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday.  Citigroup Inc appointed Catherine Cai as managing director, chairman and head of China investment banking.Argentine minister says Citigroup bond deal is illegalUPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday.  UPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday. BUENOS AIRES, March 25 Argentina's Economy Minister Axel Kicillof said on Wednesday a deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments violated the South American country's laws.UPDATE 2-Argentina sees a "scam" in Citigroup debt deal BUENOS AIRES, March 25 A deal between Citigroup Inc and a U.S. judge allowing the banking giant to process two Argentine debt payments and exit its custodian business in Argentina may violate the country's laws, Economy Minister Axel Kicillof said on Wednesday.    
FB,Facebook expands messaging service featuresUPDATE 1-Facebook brings apps, businesses to Messenger service SAN FRANCISCO, March 25 Facebook Inc on Wednesday opened up its Messenger service for developers to create apps and for shoppers to communicate directly with retailers, as the Internet company seeks to expand its reach.  UPDATE 1-Facebook brings apps, businesses to Messenger service SAN FRANCISCO, March 25 Facebook Inc on Wednesday opened up its Messenger service for developers to create apps and for shoppers to communicate directly with retailers, as the Internet company seeks to expand its reach. SAN FRANCISCO, March 25 Facebook Inc on Wednesday opened up its Messenger service for developers to create apps and for consumers to communicate directly with retailers, in the social media network's latest effort to expand its reach.UPDATE 1-Facebook brings apps, businesses to Messenger service SAN FRANCISCO, March 25 Facebook Inc on Wednesday opened up its Messenger service for developers to create apps and for shoppers to communicate directly with retailers, as the Internet company seeks to expand its reach.  
F,Ford recalls over 220,000 vehicles in North America for 3 issues DETROIT, March 25 Ford Motor Co said on Wednesday it is recalling more than 220,000 vehicles in North America for potential issues with door handles, vacuum pump relays and sensors. 
GS,Google poaches Morgan Stanley's CFOU.S. core inflation has room to fall: GoldmanExclusive: Goldman Sachs, PAI start preparations for Xella sale: sources FRANKFURT Investors Goldman Sachs and French buyout group PAI are preparing for a stock market listing or sale of building materials group Xella in a potential 2.5 billion euro  ($2.74 billion) deal, two people familiar with the matter told Reuters.  Exclusive: Goldman Sachs, PAI start preparations for Xella sale: sources FRANKFURT Investors Goldman Sachs and French buyout group PAI are preparing for a stock market listing or sale of building materials group Xella in a potential 2.5 billion euro  ($2.74 billion) deal, two people familiar with the matter told Reuters. NEW YORK U.S. core inflation still has room to decline from a stronger dollar and lingering effect from the recent collapse in crude prices, a Goldman Sachs economist wrote in a research note published on Wednesday.Exclusive: Goldman Sachs, PAI start preparations for Xella sale: sources FRANKFURT Investors Goldman Sachs and French buyout group PAI are preparing for a stock market listing or sale of building materials group Xella in a potential 2.5 billion euro  ($2.74 billion) deal, two people familiar with the matter told Reuters.   U.S. core inflation has room to fall: GoldmanExclusive: Goldman Sachs, PAI start preparations for Xella sale: sources FRANKFURT Investors Goldman Sachs and French buyout group PAI are preparing for a stock market listing or sale of building materials group Xella in a potential 2.5 billion euro  ($2.74 billion) deal, two people familiar with the matter told Reuters.  Exclusive: Goldman Sachs, PAI start preparations for Xella sale: sources FRANKFURT Investors Goldman Sachs and French buyout group PAI are preparing for a stock market listing or sale of building materials group Xella in a potential 2.5 billion euro  ($2.74 billion) deal, two people familiar with the matter told Reuters. NEW YORK U.S. core inflation still has room to decline from a stronger dollar and lingering effect from the recent collapse in crude prices, a Goldman Sachs economist wrote in a research note published on Wednesday.Exclusive: Goldman Sachs, PAI start preparations for Xella sale: sources FRANKFURT Investors Goldman Sachs and French buyout group PAI are preparing for a stock market listing or sale of building materials group Xella in a potential 2.5 billion euro  ($2.74 billion) deal, two people familiar with the matter told Reuters.  SAN FRANCISCO/NEW YORK Google Inc hired Morgan Stanley Chief Financial Officer Ruth Porat as its own finance chief, a sign Google is aiming to rein in costs as it invests in new businesses such as self-driving cars and internet-connected eyeglasses. | U.S. core inflation has room to fall: GoldmanExclusive: Goldman Sachs, PAI start preparations for Xella sale: sources FRANKFURT Investors Goldman Sachs and French buyout group PAI are preparing for a stock market listing or sale of building materials group Xella in a potential 2.5 billion euro  ($2.74 billion) deal, two people familiar with the matter told Reuters.  Exclusive: Goldman Sachs, PAI start preparations for Xella sale: sources FRANKFURT Investors Goldman Sachs and French buyout group PAI are preparing for a stock market listing or sale of building materials group Xella in a potential 2.5 billion euro  ($2.74 billion) deal, two people familiar with the matter told Reuters. NEW YORK U.S. core inflation still has room to decline from a stronger dollar and lingering effect from the recent collapse in crude prices, a Goldman Sachs economist wrote in a research note published on Wednesday.Exclusive: Goldman Sachs, PAI start preparations for Xella sale: sources FRANKFURT Investors Goldman Sachs and French buyout group PAI are preparing for a stock market listing or sale of building materials group Xella in a potential 2.5 billion euro  ($2.74 billion) deal, two people familiar with the matter told Reuters.  VideoU.S. core inflation has room to fall: GoldmanExclusive: Goldman Sachs, PAI start preparations for Xella sale: sources FRANKFURT Investors Goldman Sachs and French buyout group PAI are preparing for a stock market listing or sale of building materials group Xella in a potential 2.5 billion euro  ($2.74 billion) deal, two people familiar with the matter told Reuters.  Exclusive: Goldman Sachs, PAI start preparations for Xella sale: sources FRANKFURT Investors Goldman Sachs and French buyout group PAI are preparing for a stock market listing or sale of building materials group Xella in a potential 2.5 billion euro  ($2.74 billion) deal, two people familiar with the matter told Reuters. NEW YORK U.S. core inflation still has room to decline from a stronger dollar and lingering effect from the recent collapse in crude prices, a Goldman Sachs economist wrote in a research note published on Wednesday.Exclusive: Goldman Sachs, PAI start preparations for Xella sale: sources FRANKFURT Investors Goldman Sachs and French buyout group PAI are preparing for a stock market listing or sale of building materials group Xella in a potential 2.5 billion euro  ($2.74 billion) deal, two people familiar with the matter told Reuters.   U.S. core inflation has room to fall: GoldmanExclusive: Goldman Sachs, PAI start preparations for Xella sale: sources FRANKFURT Investors Goldman Sachs and French buyout group PAI are preparing for a stock market listing or sale of building materials group Xella in a potential 2.5 billion euro  ($2.74 billion) deal, two people familiar with the matter told Reuters.  Exclusive: Goldman Sachs, PAI start preparations for Xella sale: sources FRANKFURT Investors Goldman Sachs and French buyout group PAI are preparing for a stock market listing or sale of building materials group Xella in a potential 2.5 billion euro  ($2.74 billion) deal, two people familiar with the matter told Reuters. NEW YORK U.S. core inflation still has room to decline from a stronger dollar and lingering effect from the recent collapse in crude prices, a Goldman Sachs economist wrote in a research note published on Wednesday.Exclusive: Goldman Sachs, PAI start preparations for Xella sale: sources FRANKFURT Investors Goldman Sachs and French buyout group PAI are preparing for a stock market listing or sale of building materials group Xella in a potential 2.5 billion euro  ($2.74 billion) deal, two people familiar with the matter told Reuters.   
LMT,U.S. to modify launch capability deal for Lockheed-Boeing ventureUPDATE 1-U.S. to modify launch capability deal for Lockheed-Boeing venture WASHINGTON, March 25 The U.S. Air Force must modify its annual "launch capability" contract with United Launch Alliance, to level the playing field for new competitors of the joint venture of Lockheed Martin Corp and Boeing Co, senior U.S. Air Force and Pentagon officials told lawmakers on Wednesday.  UPDATE 1-U.S. to modify launch capability deal for Lockheed-Boeing venture WASHINGTON, March 25 The U.S. Air Force must modify its annual "launch capability" contract with United Launch Alliance, to level the playing field for new competitors of the joint venture of Lockheed Martin Corp and Boeing Co, senior U.S. Air Force and Pentagon officials told lawmakers on Wednesday. WASHINGTON, March 25 The U.S. Air Force must modify an annual "launch capability" contract awarded to United Launch Alliance, a joint venture of Lockheed Martin Corp  and Boeing Co, given the advent of a new competitor, senior U.S. Air Force and Pentagon officials told lawmakers on Wednesday.UPDATE 1-U.S. to modify launch capability deal for Lockheed-Boeing venture WASHINGTON, March 25 The U.S. Air Force must modify its annual "launch capability" contract with United Launch Alliance, to level the playing field for new competitors of the joint venture of Lockheed Martin Corp and Boeing Co, senior U.S. Air Force and Pentagon officials told lawmakers on Wednesday.  
MRO,U.S. Steel to temporarily idle operations at Granite City March 25 United States Steel Corp said it would consolidate its North American flat-rolled operations and temporarily idle its operations at Granite City, Illinois. 
MCD,McDonald's Japan to announce outlook in mid-April TOKYO, March 25 The Japanese unit of McDonald's Corp said it will announce its full-year outlook in mid-April after postponing its usual annual forecast amid a series of food safety scandals, according to people who attended an annual general meeting of shareholders on Wednesday. 
MSI,U.S. jury says Motorola infringed one Intellectual Ventures patent NEW YORK, March 25 Patent holding company Intellectual Ventures' second crack at holding Motorola Mobility liable for using its technology without permission partially succeeded on Wednesday after a U.S. jury in Delaware found Motorola infringed a patent on multimedia text messaging. 
PVH,PVH Corp reports marginal rise in salesUPDATE 1-Calvin Klein owner PVH expects strong dollar to hurt profit March 25 PVH Corp, owner of clothing brands such as Calvin Klein and Tommy Hilfiger, forecast lower-than-expected profit for the first quarter and the full year, as it expects to be hurt by a strengthening dollar.  UPDATE 1-Calvin Klein owner PVH expects strong dollar to hurt profit March 25 PVH Corp, owner of clothing brands such as Calvin Klein and Tommy Hilfiger, forecast lower-than-expected profit for the first quarter and the full year, as it expects to be hurt by a strengthening dollar. March 25 PVH Corp, which owns clothing brands such as Tommy Hilfiger, reported a marginal increase in quarterly sales, helped by higher demand for its Calvin Klien line of apparel in North America.UPDATE 1-Calvin Klein owner PVH expects strong dollar to hurt profit March 25 PVH Corp, owner of clothing brands such as Calvin Klein and Tommy Hilfiger, forecast lower-than-expected profit for the first quarter and the full year, as it expects to be hurt by a strengthening dollar.  
RHT,Red Hat's revenue jumps 16 pct as demand rises for cloud softwareUS STOCKS-Wall St drops as biotechs, semis sink NasdaqUPDATE 2-Red Hat profit forecast matches estimates despite strong dollar March 25 Red Hat Inc, the world's largest commercial distributor of the Linux operating system, forecast a profit for the first quarter that matched analysts' estimates despite warning on a strong dollar hurting its revenue.  UPDATE 2-Red Hat profit forecast matches estimates despite strong dollar March 25 Red Hat Inc, the world's largest commercial distributor of the Linux operating system, forecast a profit for the first quarter that matched analysts' estimates despite warning on a strong dollar hurting its revenue. * Indexes off: Dow 1.62 pct, S&P; 1.46 pct, Nasdaq 2.37 pct   (Adds Red Hat earnings)UPDATE 2-Red Hat profit forecast matches estimates despite strong dollar March 25 Red Hat Inc, the world's largest commercial distributor of the Linux operating system, forecast a profit for the first quarter that matched analysts' estimates despite warning on a strong dollar hurting its revenue.   US STOCKS-Wall St drops as biotechs, semis sink NasdaqUPDATE 2-Red Hat profit forecast matches estimates despite strong dollar March 25 Red Hat Inc, the world's largest commercial distributor of the Linux operating system, forecast a profit for the first quarter that matched analysts' estimates despite warning on a strong dollar hurting its revenue.  UPDATE 2-Red Hat profit forecast matches estimates despite strong dollar March 25 Red Hat Inc, the world's largest commercial distributor of the Linux operating system, forecast a profit for the first quarter that matched analysts' estimates despite warning on a strong dollar hurting its revenue. * Indexes off: Dow 1.62 pct, S&P; 1.46 pct, Nasdaq 2.37 pct   (Adds Red Hat earnings)UPDATE 2-Red Hat profit forecast matches estimates despite strong dollar March 25 Red Hat Inc, the world's largest commercial distributor of the Linux operating system, forecast a profit for the first quarter that matched analysts' estimates despite warning on a strong dollar hurting its revenue.  March 25 Red Hat Inc, the world's largest commercial distributor of the Linux operating system, reported a 16 percent jump in quarterly revenue, as the company benefits from increasing adoption of open-source software and its cloud-based products.US STOCKS-Wall St drops as biotechs, semis sink NasdaqUPDATE 2-Red Hat profit forecast matches estimates despite strong dollar March 25 Red Hat Inc, the world's largest commercial distributor of the Linux operating system, forecast a profit for the first quarter that matched analysts' estimates despite warning on a strong dollar hurting its revenue.  UPDATE 2-Red Hat profit forecast matches estimates despite strong dollar March 25 Red Hat Inc, the world's largest commercial distributor of the Linux operating system, forecast a profit for the first quarter that matched analysts' estimates despite warning on a strong dollar hurting its revenue. * Indexes off: Dow 1.62 pct, S&P; 1.46 pct, Nasdaq 2.37 pct   (Adds Red Hat earnings)UPDATE 2-Red Hat profit forecast matches estimates despite strong dollar March 25 Red Hat Inc, the world's largest commercial distributor of the Linux operating system, forecast a profit for the first quarter that matched analysts' estimates despite warning on a strong dollar hurting its revenue.   
SLB,REFILE-UPDATE 3-Schlumberger pleads guilty to violating U.S. sanctions on Iran, Sudan WASHINGTON, March 25 The U.S. Justice Department said on Wednesday that a subsidiary of Schlumberger Oilfield Holdings had pleaded guilty to violating U.S. sanctions related to Iran and Sudan and would pay a $237.2 million fine. 
KO,Coke's zero tolerance for land grabs proves difficult to fulfil - TRFN * Land experts say Coke must work harder to check its suppliers 
WFC,Wells Fargo to cut 1,000 jobs, shut Milwaukee home-lending office March 25 Wells Fargo & Co, the fourth-largest U.S. bank by assets, said it will cut 1,000 jobs and close its home-lending servicing office in Milwaukee, Wisconsin. 
